new_path,topic,year,author,title,original_path
"01_Sceletium_Pharmacology/2022 - Olatunji - Sceletium tortuosum  A review on its phytochemistry, pharmacokinetics, biolo..._1.pdf",01_Sceletium_Pharmacology,2022,T.L. Olatunji,"Sceletium tortuosum : A review on its phytochemistry, pharmacokinetics, biological, pre-clinical and clinical activities",THESE_Main_Library/Sceletium tortuosum_ A review on its phytochem.pdf
01_Sceletium_Pharmacology/2015 - Novel psychoactive substances of interest for psychiatry_1.pdf,01_Sceletium_Pharmacology,2015,,Novel psychoactive substances of interest for psychiatry,THESE_Main_Library/Schifano-2015-Novel psychoactive substances of.pdf
02_Ethnopharmacology/2020 - Maphanga - Screening selected medicinal plants for potential anxiolytic activity using a..._1.pdf,02_Ethnopharmacology,2020,Veronica B. Maphanga,Screening selected medicinal plants for potential anxiolytic activity using an in vivo zebrafish model,THESE_Main_Library/Screening selected medicinal plants for potent.pdf
01_Sceletium_Pharmacology/2005 - hki045 439..458_1.pdf,01_Sceletium_Pharmacology,2005,,hki045 439..458,THESE_Main_Library/Self-Medication and the Trade in Medicine with.pdf
01_Sceletium_Pharmacology/2023 - Stafford - Skeletons in the closet – Using a bibliometric lens to visualise phytochemic..._1.pdf,01_Sceletium_Pharmacology,2023,Dr. GI Stafford,"Skeletons in the closet? – Using a bibliometric lens to visualise phytochemical and pharmacological activities linked to Sceletium, a mood enhancer",THESE_Main_Library/Skeletons in the closet_ – Using a bibliometri.pdf
02_Ethnopharmacology/2003 - PII 0378-8741(95)01337-7_1.pdf,02_Ethnopharmacology,2003,,PII: 0378-8741(95)01337-7,THESE_Main_Library/Some ethnopharmacological notes on African hal.pdf
02_Ethnopharmacology/2004 - Group - World Bank Document_1.pdf,02_Ethnopharmacology,2004,World Bank Group,World Bank Document,"THESE_Main_Library/Strengthening indigenous governance, benefit s.pdf"
05_Khoi_San_Traditional/2023 - Smith - First People_1.pdf,05_Khoi_San_Traditional,2023,"Smith, Andrew;",First People,THESE_Main_Library/THE-LOST-HISTORY-OF-KHOI-SAN.pdf
"01_Sceletium_Pharmacology/2019 - Terburg - Acute Effects of Sceletium tortuosum (Zembrin), a Dual 5-HT Reuptake and PDE4..._1.pdf",01_Sceletium_Pharmacology,2019,David Terburg,"Acute Effects of Sceletium tortuosum (Zembrin), a Dual 5-HT Reuptake and PDE4 Inhibitor, in the Human Amygdala and its Connection to the Hypothalamus",THESE_Main_Library/Terburg-2013-Acute effects of Sceletium tortuo.pdf
03_PDE4_Neurogenesis/2017 - The PDE4 cAMP Specific Phosphodiesterases  Tar.pdf,03_PDE4_Neurogenesis,2017,,,THESE_Main_Library/The PDE4 cAMP-Specific Phosphodiesterases_ Tar.pdf
01_Sceletium_Pharmacology/2012 - Shikanga - chemotypic variation of Sceletium tortuosum alkaloids and commercial product ..._1.pdf,01_Sceletium_Pharmacology,2012,Emmanuel Amukohe Shikanga; Alvaro M. Viljoen; Sandra Combrinck; Andrew Marston; Nigel Gericke,The chemotypic variation of Sceletium tortuosum alkaloids and commercial product formulations,THESE_Main_Library/The chemotypic variation of Sceletium tortuosu.pdf
01_Sceletium_Pharmacology/2010 - Smith - effects of Sceletium tortuosum in an in vivo model of psychological stress_1.pdf,01_Sceletium_Pharmacology,2010,C. Smith,The effects of Sceletium tortuosum in an in vivo model of psychological stress,THESE_Main_Library/The effects of Sceletium tortuosum in an in vi.pdf
"02_Ethnopharmacology/2011 - Leonti - future is written Impact of scripts on the cognition, selection, knowledge a..._1.pdf",02_Ethnopharmacology,2011,Marco Leonti,"The future is written: Impact of scripts on the cognition, selection, knowledge and transmission of medicinal plant use and its implications for ethnobotany and ethnopharmacology",THESE_Main_Library/The future is written_ Impact of scripts on th.pdf
01_Sceletium_Pharmacology/2011 - potential of South African plants in the development of new medicinal products_1.pdf,01_Sceletium_Pharmacology,2011,,The potential of South African plants in the development of new medicinal products,THESE_Main_Library/The potential of South African plants in the d.pdf
01_Sceletium_Pharmacology/2019 - To ferment or not to ferment Sceletium tortuosum - Do our ancestors hold the ..._1.pdf,01_Sceletium_Pharmacology,2019,,To ferment or not to ferment Sceletium tortuosum - Do our ancestors hold the answer?,THESE_Main_Library/To ferment or not to ferment Sceletium tortuos.pdf
02_Ethnopharmacology/2023 - Sibeko - Traditional perinatal plant knowledge in Sub-Saharan Africa Comprehensive co..._1.pdf,02_Ethnopharmacology,2023,Lindiwe Sibeko,Traditional perinatal plant knowledge in Sub-Saharan Africa: Comprehensive compilation and secondary analysis,THESE_Main_Library/Traditional perinatal plant knowledge in Sub-S.pdf
02_Ethnopharmacology/2016 - Treatment of anxiety and depression medicinal plants in retrospect_1.pdf,02_Ethnopharmacology,2016,,Treatment of anxiety and depression: medicinal plants in retrospect,THESE_Main_Library/Treatment of anxiety and depression_ medicinal.pdf
01_Sceletium_Pharmacology/2013 - Shyam - UCreview.pdf,01_Sceletium_Pharmacology,2013,Dr Shyam,,THESE_Main_Library/UCreview.pdf
06_Related_Compounds/2013 - Correlates of hyperdiversity in southern African ice plants (Aizoaceae)_1.pdf,06_Related_Compounds,2013,,Correlates of hyperdiversity in southern African ice plants (Aizoaceae),THESE_Main_Library/Valente-2014-Correlates of hyperdiversity in s.pdf
05_Khoi_San_Traditional/2016 - Khoisan Wind Hunting and Healing_1.pdf,05_Khoi_San_Traditional,2016,,Khoisan Wind: Hunting and Healing,"THESE_Main_Library/Wind, Life, Health Anthropological and Histori.pdf"
01_Sceletium_Pharmacology/2018 - Dimpfel - Effect of Zembrin® and four of its alkaloid constituents on electric excitabi..._1.pdf,01_Sceletium_Pharmacology,2018,Wilfried Dimpfel,Effect of Zembrin® and four of its alkaloid constituents on electric excitability of the rat hippocampus,THESE_Main_Library/Zembrim 4 Alcaloids.pdf
06_Related_Compounds/2013 - Correlates of hyperdiversity in southern African ice plants (Aizoaceae)_1.pdf,06_Related_Compounds,2013,,Correlates of hyperdiversity in southern African ice plants (Aizoaceae),THESE_Main_Library/boj12117.pdf
01_Sceletium_Pharmacology/2020 - Sceletium tortuosum (Zembrin®) ameliorates experimentally induced anxiety in ..._1.pdf,01_Sceletium_Pharmacology,2020,,Sceletium tortuosum (Zembrin®) ameliorates experimentally induced anxiety in healthy volunteers,THESE_Main_Library/d65c7c2f-a589-466a-a592-a01bc789ce33.pdf
01_Sceletium_Pharmacology/2013 - e3a96035 9753 40de a666 8a92a5c6216b.pdf,01_Sceletium_Pharmacology,2013,,,THESE_Main_Library/e3a96035-9753-40de-a666-8a92a5c6216b.pdf
01_Sceletium_Pharmacology/2007 - 06_Low.indd.pdf,01_Sceletium_Pharmacology,2007,,06_Low.indd,THESE_Main_Library/low2007.pdf
01_Sceletium_Pharmacology/2018 - nordling2018.pdf,01_Sceletium_Pharmacology,2018,,,THESE_Main_Library/nordling2018.pdf
02_Ethnopharmacology/2018 - ESPD50NigelGerickepaper.pdf.pdf,02_Ethnopharmacology,2018,,ESPD50NigelGerickepaper.pdf,ZOTPDF_References/2018 - Ethnopharmacologic search for psychoactive drugs 50 years of research 1967-2017.pdf
01_Sceletium_Pharmacology/2023 - A 2023.pdf,01_Sceletium_Pharmacology,2023,,,ZOTPDF_References/A_2023.pdf
"02_Ethnopharmacology/2020 - Akinyede et al.   2020   Ethnopharmacology, Therapeutic Properties and Nutrit....pdf",02_Ethnopharmacology,2020,,,"ZOTPDF_References/Akinyede et al. - 2020 - Ethnopharmacology, Therapeutic Properties and Nutritional Potentials of Carpobrotus edulis A Compre.pdf"
"03_PDE4_Neurogenesis/2025 - Avchalumov - Plasticity in the Hippocampus, Neurogenesis and Drugs of Abuse.pdf",03_PDE4_Neurogenesis,2025,Yosef Avchalumov and Chitra D. Mandyam,"Plasticity in the Hippocampus, Neurogenesis and Drugs of Abuse","ZOTPDF_References/Avchalumov et Mandyam - 2021 - Plasticity in the Hippocampus, Neurogenesis and Drugs of Abuse-1.pdf"
"03_PDE4_Neurogenesis/2021 - Avchalumov - Plasticity in the Hippocampus, Neurogenesis and Drugs of Abuse_1.pdf",03_PDE4_Neurogenesis,2021,Yosef Avchalumov and Chitra D. Mandyam,"Plasticity in the Hippocampus, Neurogenesis and Drugs of Abuse","ZOTPDF_References/Avchalumov et Mandyam - 2021 - Plasticity in the Hippocampus, Neurogenesis and Drugs of Abuse.pdf"
01_Sceletium_Pharmacology/2004 - Group - World Bank Document.pdf,01_Sceletium_Pharmacology,2004,World Bank Group,World Bank Document,ZOTPDF_References/Bank_2004_1.pdf
01_Sceletium_Pharmacology/2025 - Bennett - Immunomodulatory effects of Sceletium tortuosum (Trimesemine) elucidated in ....pdf,01_Sceletium_Pharmacology,2025,Amber C. Bennett,"Immunomodulatory effects of Sceletium tortuosum (Trimesemine"") elucidated in vitro_ Implications for chronic disease",ZOTPDF_References/Bennett et Smith - 2018 - Immunomodulatory effects of Sceletium tortuosum (Trimesemine™) elucidated in vitro  Implications fo-1.pdf
01_Sceletium_Pharmacology/2018 - Bennett - Immunomodulatory effects of Sceletium tortuosum (Trimesemine) elucidated in ..._1.pdf,01_Sceletium_Pharmacology,2018,Amber C. Bennett,"Immunomodulatory effects of Sceletium tortuosum (Trimesemine"") elucidated in vitro_ Implications for chronic disease",ZOTPDF_References/Bennett et Smith - 2018 - Immunomodulatory effects of Sceletium tortuosum (Trimesemine™) elucidated in vitro  Implications fo.pdf
01_Sceletium_Pharmacology/2018 - Bennett - Sceletium tortuosum may delay chronic disease progression via alkaloid-depend..._1.pdf,01_Sceletium_Pharmacology,2018,A.C. Bennett,Sceletium tortuosum may delay chronic disease progression via alkaloid-dependent antioxidant or anti-inflammatory action,ZOTPDF_References/Bennett et al. - 2018 - Sceletium tortuosum may delay chronic disease progression via alkaloid-dependent antioxidant or anti-1.pdf
01_Sceletium_Pharmacology/2025 - Bennett - Sceletium tortuosum may delay chronic disease progression via alkaloid-depend....pdf,01_Sceletium_Pharmacology,2025,A.C. Bennett,Sceletium tortuosum may delay chronic disease progression via alkaloid-dependent antioxidant or anti-inflammatory action,ZOTPDF_References/Bennett et al. - 2018 - Sceletium tortuosum may delay chronic disease progression via alkaloid-dependent antioxidant or anti.pdf
03_PDE4_Neurogenesis/2020 - Bhat - Phosphodiesterase-4 enzyme as a therapeutic target in neurological disorders_1.pdf,03_PDE4_Neurogenesis,2020,Abid Bhat,Phosphodiesterase-4 enzyme as a therapeutic target in neurological disorders,ZOTPDF_References/Bhat et al. - 2020 - Phosphodiesterase-4 enzyme as a therapeutic target in neurological disorders-1.pdf
03_PDE4_Neurogenesis/2025 - Bhat - Phosphodiesterase-4 enzyme as a therapeutic target in neurological disorders.pdf,03_PDE4_Neurogenesis,2025,Abid Bhat,Phosphodiesterase-4 enzyme as a therapeutic target in neurological disorders,ZOTPDF_References/Bhat et al. - 2020 - Phosphodiesterase-4 enzyme as a therapeutic target in neurological disorders.pdf
03_PDE4_Neurogenesis/2017 - Bolger   2017   The PDE4 cAMP Specific Phosphodiesterases Targets for Drugs w....pdf,03_PDE4_Neurogenesis,2017,,,ZOTPDF_References/Bolger - 2017 - The PDE4 cAMP-Specific Phosphodiesterases Targets for Drugs with Antidepressant and Memory-Enhancin.pdf
02_Ethnopharmacology/2025 - fphar-2022-895286 1..38.pdf,02_Ethnopharmacology,2025,,fphar-2022-895286 1..38,"ZOTPDF_References/Bonokwane et al. - 2022 - Antidepressant Effects of South African Plants An Appraisal of Ethnobotanical Surveys, Ethnopharmac-1.pdf"
02_Ethnopharmacology/2022 - fphar-2022-895286 1..38.pdf,02_Ethnopharmacology,2022,,fphar-2022-895286 1..38,"ZOTPDF_References/Bonokwane et al. - 2022 - Antidepressant Effects of South African Plants An Appraisal of Ethnobotanical Surveys, Ethnopharmac.pdf"
02_Ethnopharmacology/2021 - Khan - Brendler 2020-0332-MS.pdf,02_Ethnopharmacology,2021,Faraz Khan,Brendler 2020-0332-MS,"ZOTPDF_References/Brendler et al. - 2021 - Sceletium for Managing Anxiety, Depression and Cognitive Impairment A Traditional Herbal Medicine i.pdf"
02_Ethnopharmacology/2025 - Brunetti - Pharmacology of Herbal Sexual Enhancers A Review of Psychiatric and Neurolog....pdf,02_Ethnopharmacology,2025,"Pietro Brunetti, Alfredo Fabrizio Lo Faro, Anastasio Tini, Francesco Paolo Busardò and Jeremy Carlier",Pharmacology of Herbal Sexual Enhancers: A Review of Psychiatric and Neurological Adverse Effects,ZOTPDF_References/Brunetti et al. - 2020 - Pharmacology of Herbal Sexual Enhancers A Review of Psychiatric and Neurological Adverse Effects.pdf
01_Sceletium_Pharmacology/2003 - Capps et al.   1977   1098 J.C.S. Perkin II Sceletium Alkaloids. Part 7.1 Str....pdf,01_Sceletium_Pharmacology,2003,,,ZOTPDF_References/Capps et al. - 1977 - 1098 J.C.S. Perkin II Sceletium Alkaloids. Part 7.1 Structure and Absolute Stereochemistry of (-)-Me.pdf
01_Sceletium_Pharmacology/2019 - Chen - To ferment or not to ferment Sceletium tortuosum - Do our ancestors hold the ....pdf,01_Sceletium_Pharmacology,2019,W. Chen,To ferment or not to ferment Sceletium tortuosum - Do our ancestors hold the answer?,ZOTPDF_References/Chen et Viljoen - 2019 - To ferment or not to ferment Sceletium tortuosum – Do our ancestors hold the answer.pdf
01_Sceletium_Pharmacology/2015 - wemyss - Chiu et Raheb   2015   Exploring Zembrin Extract Derived from South African P....pdf,01_Sceletium_Pharmacology,2015,wemyss,,"ZOTPDF_References/Chiu et Raheb - 2015 - Exploring Zembrin Extract Derived from South African Plant, Sceletium tortuosum in Targeting cAMP-dr.pdf"
04_Clinical_Trials/2015 - Chiu et al.   2014   Proof‐of‐Concept Randomized Controlled Study of Cognitio....pdf,04_Clinical_Trials,2015,,,ZOTPDF_References/Chiu et al. - 2014 - Proof‐of‐Concept Randomized Controlled Study of Cognition Effects of the Proprietary Extract Scel.pdf
01_Sceletium_Pharmacology/2015 - Coetzee - High-mesembrine Sceletium extract (Trimesemine) is a monoamine releasing age..._1.pdf,01_Sceletium_Pharmacology,2015,Dirk D. Coetzee,"High-mesembrine Sceletium extract (Trimesemine"") is a monoamine releasing agent, rather than only a selective serotonin reuptake inhibitor","ZOTPDF_References/Coetzee et al. - 2016 - High-mesembrine Sceletium extract (Trimesemine™) is a monoamine releasing agent, rather than only a.pdf"
02_Ethnopharmacology/2003 - PII 0378-8741(95)01337-7_1.pdf,02_Ethnopharmacology,2003,,PII: 0378-8741(95)01337-7,ZOTPDF_References/De Smet - 1996 - Some ethnopharmacological notes on African hallucinogens.pdf
"03_PDE4_Neurogenesis/2023 - Diamant - PDE4-inhibitors A novel, targeted therapy for obstructive airways disease_1.pdf",03_PDE4_Neurogenesis,2023,"Zuzana Diamant, Domenico Spina","PDE4-inhibitors: A novel, targeted therapy for obstructive airways disease","ZOTPDF_References/Diamant et Spina - 2011 - PDE4-inhibitors A novel, targeted therapy for obstructive airways disease-1.pdf"
"03_PDE4_Neurogenesis/2025 - Diamant - PDE4-inhibitors A novel, targeted therapy for obstructive airways disease.pdf",03_PDE4_Neurogenesis,2025,"Zuzana Diamant, Domenico Spina","PDE4-inhibitors: A novel, targeted therapy for obstructive airways disease","ZOTPDF_References/Diamant et Spina - 2011 - PDE4-inhibitors A novel, targeted therapy for obstructive airways disease.pdf"
01_Sceletium_Pharmacology/2005 - hki045 439..458_1.pdf,01_Sceletium_Pharmacology,2005,,hki045 439..458,ZOTPDF_References/Digby - 2005 - Self-Medication and the Trade in Medicine within a Multi-Ethnic Context A Case Study of South Afric.pdf
01_Sceletium_Pharmacology/2025 - Dimpfel - Electropharmacogram of Sceletium tortuosum extract based on spectral local fi....pdf,01_Sceletium_Pharmacology,2025,Wilfried Dimpfel,Electropharmacogram of Sceletium tortuosum extract based on spectral local field power in conscious freely moving rats,ZOTPDF_References/Dimpfel et al. - 2016 - Electropharmacogram of Sceletium tortuosum extract based on spectral local field power in conscious-1.pdf
01_Sceletium_Pharmacology/2015 - Dimpfel - Electropharmacogram of Sceletium tortuosum extract based on spectral local fi..._1.pdf,01_Sceletium_Pharmacology,2015,Wilfried Dimpfel,Electropharmacogram of Sceletium tortuosum extract based on spectral local field power in conscious freely moving rats,ZOTPDF_References/Dimpfel et al. - 2016 - Electropharmacogram of Sceletium tortuosum extract based on spectral local field power in conscious.pdf
04_Clinical_Trials/2016 - Dimpfel - Psychophysiological Effects of Zembrin® Using Quantitative EEG Source Density..._1.pdf,04_Clinical_Trials,2016,"Wilfried Dimpfel, Nigel Gericke, Samir Suliman, Gwladys N. Chiegoua Dipah","Psychophysiological Effects of Zembrin® Using Quantitative EEG Source Density in Combination with Eye-Tracking in 60 Healthy Subjects. A Double-Blind, Randomized, Placebo-Controlled, 3-Armed Study with Parallel Design",ZOTPDF_References/Dimpfel et al. - 2016 - Psychophysiological Effects of Zembrin&lt;sup&gt;&#174;&lt;sup&gt;Using Quantitative EEG Source Den-1.pdf
04_Clinical_Trials/2016 - Dimpfel - Psychophysiological Effects of Zembrin® Using Quantitative EEG Source Density..._1.pdf,04_Clinical_Trials,2016,"Wilfried Dimpfel, Nigel Gericke, Samir Suliman, Gwladys N. Chiegoua Dipah","Psychophysiological Effects of Zembrin® Using Quantitative EEG Source Density in Combination with Eye-Tracking in 60 Healthy Subjects. A Double-Blind, Randomized, Placebo-Controlled, 3-Armed Study with Parallel Design",ZOTPDF_References/Dimpfel et al. - 2016 - Psychophysiological Effects of Zembrin&lt;sup&gt;&#174;&lt;sup&gt;Using Quantitative EEG Source Den.pdf
01_Sceletium_Pharmacology/2025 - Dimpfel - Effect of Zembrin® and four of its alkaloid constituents on electric excitabi....pdf,01_Sceletium_Pharmacology,2025,Wilfried Dimpfel,Effect of Zembrin® and four of its alkaloid constituents on electric excitability of the rat hippocampus,ZOTPDF_References/Dimpfel et al. - 2018 - Effect of Zembrin ® and four of its alkaloid constituents on electric excitability of the rat hippoc-1.pdf
01_Sceletium_Pharmacology/2018 - Dimpfel - Effect of Zembrin® and four of its alkaloid constituents on electric excitabi..._1.pdf,01_Sceletium_Pharmacology,2018,Wilfried Dimpfel,Effect of Zembrin® and four of its alkaloid constituents on electric excitability of the rat hippocampus,ZOTPDF_References/Dimpfel et al. - 2018 - Effect of Zembrin ® and four of its alkaloid constituents on electric excitability of the rat hippoc.pdf
01_Sceletium_Pharmacology/2019 - Druart - Emerging Roles of Complement in Psychiatric Disorders_1.pdf,01_Sceletium_Pharmacology,2019,Mélanie Druart,Emerging Roles of Complement in Psychiatric Disorders,ZOTPDF_References/Druart et Le Magueresse - 2019 - Emerging Roles of Complement in Psychiatric Disorders-1.pdf
01_Sceletium_Pharmacology/2025 - Druart - Emerging Roles of Complement in Psychiatric Disorders.pdf,01_Sceletium_Pharmacology,2025,Mélanie Druart,Emerging Roles of Complement in Psychiatric Disorders,ZOTPDF_References/Druart et Le Magueresse - 2019 - Emerging Roles of Complement in Psychiatric Disorders.pdf
06_Related_Compounds/2020 - El-Raouf - Taxonomic significance of leaves in family Aizoaceae.pdf,06_Related_Compounds,2020,Hany S. Abd El-Raouf,Taxonomic significance of leaves in family Aizoaceae,ZOTPDF_References/El-Raouf - 2021 - Taxonomic significance of leaves in family Aizoaceae.pdf
01_Sceletium_Pharmacology/2025 - Faber - Variabilities in alkaloid concentration of Sceletium tortuosum (L.) N.E. Br i....pdf,01_Sceletium_Pharmacology,2025,Richard James Faber,Variabilities in alkaloid concentration of Sceletium tortuosum (L.) N.E. Br in response to different soilless growing media and fertigation regimes in hydroponics,ZOTPDF_References/Faber et al. - 2020 - Variabilities in alkaloid concentration of Sceletium tortuosum (L.) N.E. Br in response to different-1.pdf
01_Sceletium_Pharmacology/2020 - Faber - Variabilities in alkaloid concentration of Sceletium tortuosum (L.) N.E. Br i..._1.pdf,01_Sceletium_Pharmacology,2020,Richard James Faber,Variabilities in alkaloid concentration of Sceletium tortuosum (L.) N.E. Br in response to different soilless growing media and fertigation regimes in hydroponics,ZOTPDF_References/Faber et al. - 2020 - Variabilities in alkaloid concentration of Sceletium tortuosum (L.) N.E. Br in response to different.pdf
02_Ethnopharmacology/2016 - Treatment of anxiety and depression medicinal plants in retrospect_1.pdf,02_Ethnopharmacology,2016,,Treatment of anxiety and depression: medicinal plants in retrospect,ZOTPDF_References/Fajemiroye et al. - 2016 - Treatment of anxiety and depression medicinal plants in retrospect.pdf
01_Sceletium_Pharmacology/2008 - doi10.1016j.jep.2008.07.043_1.pdf,01_Sceletium_Pharmacology,2008,,doi:10.1016/j.jep.2008.07.043,ZOTPDF_References/Gericke et Viljoen - 2008 - Sceletium—A review update-1.pdf
01_Sceletium_Pharmacology/2025 - doi10.1016j.jep.2008.07.043.pdf,01_Sceletium_Pharmacology,2025,,doi:10.1016/j.jep.2008.07.043,ZOTPDF_References/Gericke et Viljoen - 2008 - Sceletium—A review update.pdf
01_Sceletium_Pharmacology/2025 - Gericke - acute dose-ranging evaluation of the antidepressant properties of Sceletium t....pdf,01_Sceletium_Pharmacology,2025,Johané Gericke,An acute dose-ranging evaluation of the antidepressant properties of Sceletium tortuosum (Zembrin®) versus escitalopram in the Flinders Sensitive Line rat.,ZOTPDF_References/Gericke et al. - 2022 - An acute dose-ranging evaluation of the antidepressant properties of Sceletium tortuosum (Zembrin®)-1.pdf
01_Sceletium_Pharmacology/2021 - Gericke - acute dose-ranging evaluation of the antidepressant properties of Sceletium t..._1.pdf,01_Sceletium_Pharmacology,2021,Johané Gericke,An acute dose-ranging evaluation of the antidepressant properties of Sceletium tortuosum (Zembrin®) versus escitalopram in the Flinders Sensitive Line rat.,ZOTPDF_References/Gericke et al. - 2022 - An acute dose-ranging evaluation of the antidepressant properties of Sceletium tortuosum (Zembrin®).pdf
01_Sceletium_Pharmacology/2025 - Gericke - Sceletium tortuosum -derived mesembrine significantly contributes to the anxi....pdf,01_Sceletium_Pharmacology,2025,Johané Gericke,"Sceletium tortuosum -derived mesembrine significantly contributes to the anxiolytic effect of Zembrin®, but its anti-depressant effect may require synergy of multiple plant constituents",ZOTPDF_References/Gericke et al. - 2024 - Sceletium tortuosum-derived mesembrine significantly contributes to the anxiolytic effect of Zembrin-1.pdf
01_Sceletium_Pharmacology/2023 - Gericke - Sceletium tortuosum -derived mesembrine significantly contributes to the anxi..._1.pdf,01_Sceletium_Pharmacology,2023,Johané Gericke,"Sceletium tortuosum -derived mesembrine significantly contributes to the anxiolytic effect of Zembrin®, but its anti-depressant effect may require synergy of multiple plant constituents",ZOTPDF_References/Gericke et al. - 2024 - Sceletium tortuosum-derived mesembrine significantly contributes to the anxiolytic effect of Zembrin.pdf
05_Khoi_San_Traditional/2014 - Güldemann - Beyond 'Khoisan'.pdf,05_Khoi_San_Traditional,2014,"Tom Güldemann,Anne-Maria Fehn",Beyond 'Khoisan',ZOTPDF_References/Güldemann et Fehn - 2014 - Beyond Khoisan historical relations in the Kalahari basin.pdf
05_Khoi_San_Traditional/2025 - Güldemann - Beyond 'Khoisan'.pdf,05_Khoi_San_Traditional,2025,"Tom Güldemann,Anne-Maria Fehn",Beyond 'Khoisan',ZOTPDF_References/Güldemann_unknown.pdf
01_Sceletium_Pharmacology/2000 - HARTMANN 2000.pdf,01_Sceletium_Pharmacology,2000,,,ZOTPDF_References/HARTMANN_2000.pdf
01_Sceletium_Pharmacology/2025 - Hall - Changing Past.pdf,01_Sceletium_Pharmacology,2025,Martin Hall,The Changing Past,ZOTPDF_References/Hall - The Changing Past.pdf
01_Sceletium_Pharmacology/2011 - Harvey - Pharmacological actions of the South African medicinal and functional food pl..._1.pdf,01_Sceletium_Pharmacology,2011,Alan L. Harvey,Pharmacological actions of the South African medicinal and functional food plant Sceletium tortuosum and its principal alkaloids,ZOTPDF_References/Harvey et al. - 2011 - Pharmacological actions of the South African medicinal and functional food plant Sceletium tortuosum.pdf
01_Sceletium_Pharmacology/2020 - JSCR-08-14509 2476..2481_1.pdf,01_Sceletium_Pharmacology,2020,,JSCR-08-14509 2476..2481,"ZOTPDF_References/Hoffman et al. - 2020 - Ergogenic Effects of 8 Days of Sceletium Tortuosum Supplementation on Mood, Visual Tracking, and Rea.pdf"
01_Sceletium_Pharmacology/2019 - Hofford - Neuroimmune mechanisms of psychostimulant and opioid use disorders_1.pdf,01_Sceletium_Pharmacology,2019,"Rebecca S. Hofford, Scott J. Russo, Drew D. Kiraly",Neuroimmune mechanisms of psychostimulant and opioid use disorders,ZOTPDF_References/Hofford et al. - 2019 - Neuroimmune mechanisms of psychostimulant and opioid use disorders.pdf
01_Sceletium_Pharmacology/2023 - Untitled.pdf,01_Sceletium_Pharmacology,2023,,Untitled,ZOTPDF_References/James Faber et al. - 2022 - The Importance of Sceletium tortuosum (L.) N.E. Brown and Its Viability as a Traditional Afri.pdf
01_Sceletium_Pharmacology/2025 - Administrator - S-EM-8-2-165-14-272-Sobiecki-J-F-Tx[7].pmd.pdf,01_Sceletium_Pharmacology,2025,Administrator,S-EM-8-2-165-14-272-Sobiecki-J-F-Tx[7].pmd,ZOTPDF_References/Jean-Francois - 2014 - Psychoactive Plants A Neglected Area of Ethnobotanical Research in Southern Africa (Review)-1.pdf
01_Sceletium_Pharmacology/2014 - Administrator - S-EM-8-2-165-14-272-Sobiecki-J-F-Tx[7].pmd_1.pdf,01_Sceletium_Pharmacology,2014,Administrator,S-EM-8-2-165-14-272-Sobiecki-J-F-Tx[7].pmd,ZOTPDF_References/Jean-Francois - 2014 - Psychoactive Plants A Neglected Area of Ethnobotanical Research in Southern Africa (Review).pdf
01_Sceletium_Pharmacology/2024 - Johansen - Reconceptualizing the Archaeology of Southern India; Beyond Periodization and....pdf,01_Sceletium_Pharmacology,2024,Peter Johansen,Reconceptualizing the Archaeology of Southern India; Beyond Periodization and Toward a Politics of Practice,ZOTPDF_References/Johansen et M. Bauer - 2024 - Reconceptualizing the Archaeology of Southern India Beyond Periodization and Toward a Politics of P.pdf
02_Ethnopharmacology/2022 - Kalicharan - Ethnopharmacology and biological activities of the Aizoaceae_1.pdf,02_Ethnopharmacology,2022,B. Kalicharan,Ethnopharmacology and biological activities of the Aizoaceae,ZOTPDF_References/Kalicharan et al. - 2023 - Ethnopharmacology and biological activities of the Aizoaceae.pdf
01_Sceletium_Pharmacology/2016 - Kapewangolo - Sceletium tortuosum demonstrates in vitro anti-HIV and free radical scavengin....pdf,01_Sceletium_Pharmacology,2016,P. Kapewangolo,Sceletium tortuosum demonstrates in vitro anti-HIV and free radical scavenging activity,ZOTPDF_References/Kapewangolo et al. - 2016 - Sceletium tortuosum demonstrates in vitro anti-HIV and free radical scavenging activity.pdf
"01_Sceletium_Pharmacology/2025 - King   2019   Outlaws, Anxiety, and Disorder in Southern Africa Material Hist....pdf",01_Sceletium_Pharmacology,2025,,,"ZOTPDF_References/King - 2019 - Outlaws, Anxiety, and Disorder in Southern Africa Material Histories of the Maloti-Drakensberg.pdf"
"06_Related_Compounds/2025 - Klak - Out of southern Africa Origin, biogeography and age of the Aizooideae (Aizoa....pdf",06_Related_Compounds,2025,Cornelia Klak,"Out of southern Africa: Origin, biogeography and age of the Aizooideae (Aizoaceae)","ZOTPDF_References/Klak et al. - 2017 - Out of southern Africa Origin, biogeography and age of the Aizooideae (Aizoaceae)-1.pdf"
"06_Related_Compounds/2017 - Klak - Out of southern Africa Origin, biogeography and age of the Aizooideae (Aizoa..._1.pdf",06_Related_Compounds,2017,Cornelia Klak,"Out of southern Africa: Origin, biogeography and age of the Aizooideae (Aizoaceae)","ZOTPDF_References/Klak et al. - 2017 - Out of southern Africa Origin, biogeography and age of the Aizooideae (Aizoaceae).pdf"
